addr_1,addr_2,addr_3,addr_4,lon,lat,road_trunk_3km,road_primary_3km,road_secondary_3km,road_tertiary_3km,road_res_uncl_3km,road_bus_stop_3km,road_parking_3km,road_fuel_3km,amenity_gov_3km,amenity_health_3km,amenity_school_3km,amenity_police_3km,amenity_post_3km,amenity_bank_3km,amenity_shop_3km,places_total_3km,buildings_total_3km,road_types_3km,landuse_types_3km,road_trunk_1km,road_primary_1km,road_secondary_1km,road_tertiary_1km,road_res_uncl_1km,road_bus_stop_1km,road_parking_1km,road_fuel_1km,amenity_gov_1km,amenity_health_1km,amenity_school_1km,amenity_police_1km,amenity_post_1km,amenity_bank_1km,amenity_shop_1km,places_total_1km,buildings_total_1km,road_types_1km,landuse_types_1km,node,boundary,u_addr_3,u_addr_4,score_1,score_2,score_3,score_4,score,u_addr_3_avg_score,addr_2_avg_score,addr_1_avg_score
甘肃省,兰州市,榆中县,韦营乡,104.4057027,35.8517851,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6069037212,11972044,兰州市榆中县,兰州市榆中县韦营乡,16.0,9.2,0.0,4.4,29.6,57.7,74.51150442477875,47.68
甘肃省,兰州市,榆中县,中连川乡,104.4131486,36.0235919,3.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,17.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,6069037216,11972045,兰州市榆中县,兰州市榆中县中连川乡,20.0,16.1,5.0,5.2,46.300000000000004,57.7,74.51150442477875,47.68
甘肃省,兰州市,榆中县,园子岔乡,104.434512,36.255439,0.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,6069037215,11972046,兰州市榆中县,兰州市榆中县园子岔乡,16.0,17.2,5.0,4.0,42.2,57.7,74.51150442477875,47.68
甘肃省,兰州市,榆中县,上花岔乡,104.3944877,36.2003447,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6069037211,11972047,兰州市榆中县,兰州市榆中县上花岔乡,18.0,10.2,0.0,1.0,29.2,57.7,74.51150442477875,47.68
甘肃省,兰州市,榆中县,哈岘乡,104.3286411,36.1691667,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6069037207,11972029,兰州市榆中县,兰州市榆中县哈岘乡,18.0,12.1,0.0,0.0,30.1,57.7,74.51150442477875,47.68
甘肃省,兰州市,兰州新区,中川镇,103.660199,36.5134549,0.0,26.0,30.0,89.0,320.0,32.0,5.0,2.0,2.0,3.0,15.0,1.0,0.0,3.0,62.0,6.0,829.0,8.0,14.0,0.0,5.0,3.0,15.0,33.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,5.0,3.0,3608655351,12419793,兰州市兰州新区,兰州市兰州新区中川镇,20.0,30.0,6.0,20.0,76.0,67.35,74.51150442477875,47.68
甘肃省,兰州市,兰州新区,秦川镇,103.6452396,36.6593027,1.0,4.0,11.0,13.0,64.0,3.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,30.0,3.0,6.0,0.0,1.0,2.0,9.0,21.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,3.0,4478539656,12419794,兰州市兰州新区,兰州市兰州新区秦川镇,18.0,27.0,10.0,10.3,65.3,67.35,74.51150442477875,47.68
甘肃省,兰州市,兰州新区,西岔镇,103.7594099,36.5253398,10.0,4.0,20.0,29.0,27.0,48.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,2.0,2.0,376.0,6.0,9.0,0.0,0.0,5.0,3.0,11.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,23.0,4.0,5.0,4613940229,6887825,兰州市兰州新区,兰州市兰州新区西岔镇,17.0,26.7,11.0,20.0,74.7,67.35,74.51150442477875,47.68
甘肃省,兰州市,兰州新区,上川镇,103.6273382,36.72195,1.0,0.0,3.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,23.0,2.0,4.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,4.0,3610048126,16830163,兰州市兰州新区,兰州市兰州新区上川镇,17.0,14.4,15.0,7.0,53.4,67.35,74.51150442477875,47.68
甘肃省,嘉峪关市,市辖区,雄关街道,98.2745612,39.7829571,0.0,78.0,80.0,27.0,166.0,10.0,2.0,2.0,2.0,4.0,13.0,1.0,0.0,1.0,21.0,4.0,159.0,7.0,9.0,0.0,17.0,14.0,10.0,61.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,22.0,3.0,3.0,8092946353,15844561,嘉峪关市市辖区,嘉峪关市市辖区雄关街道,19.0,30.0,16.0,20.0,85.0,59.879999999999995,59.879999999999995,47.68
甘肃省,嘉峪关市,市辖区,钢城街道,98.3029604,39.7821903,0.0,65.0,54.0,14.0,138.0,4.0,1.0,0.0,2.0,1.0,9.0,1.0,0.0,0.0,10.0,4.0,129.0,7.0,10.0,0.0,11.0,15.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,8092946352,15844562,嘉峪关市市辖区,嘉峪关市市辖区钢城街道,19.0,28.0,10.0,20.0,77.0,59.879999999999995,59.879999999999995,47.68
甘肃省,嘉峪关市,市辖区,新城镇,98.451249,39.8740639,0.0,0.0,3.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,8092946351,11855463,嘉峪关市市辖区,嘉峪关市市辖区新城镇,16.0,17.9,0.0,5.1,39.0,59.879999999999995,59.879999999999995,47.68
甘肃省,嘉峪关市,市辖区,峪泉镇,98.230294,39.8078849,4.0,25.0,17.0,12.0,34.0,19.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,2.0,60.0,8.0,11.0,0.0,0.0,4.0,2.0,12.0,13.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,6.0,7.0,8092958295,11855461,嘉峪关市市辖区,嘉峪关市市辖区峪泉镇,17.0,28.0,12.0,14.5,71.5,59.879999999999995,59.879999999999995,47.68
甘肃省,嘉峪关市,市辖区,文殊镇,98.3758306,39.6935664,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8092986930,11855462,嘉峪关市市辖区,嘉峪关市市辖区文殊镇,16.0,8.8,0.0,2.1,26.900000000000002,59.879999999999995,59.879999999999995,47.68
甘肃省,金昌市,金川区,滨河路街道,102.1707287,38.4972975,0.0,14.0,16.0,11.0,74.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,20.0,7.0,11.0,0.0,0.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,4.0,5981692608,8811274,金昌市金川区,金昌市金川区滨河路街道,20.0,24.0,5.0,10.8,59.8,51.6625,43.827777777777776,47.68
甘肃省,金昌市,金川区,桂林路街道,102.2036361,38.52788,0.0,11.0,19.0,12.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,14.0,4.0,3.0,0.0,1.0,3.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,5981698014,8811276,金昌市金川区,金昌市金川区桂林路街道,20.0,24.0,0.0,4.4,48.4,51.6625,43.827777777777776,47.68
甘肃省,金昌市,金川区,北京路街道,102.1836833,38.4930971,3.0,21.0,15.0,10.0,80.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,20.0,7.0,10.0,0.0,3.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,5981736002,8811315,金昌市金川区,金昌市金川区北京路街道,18.0,26.0,5.0,10.3,59.3,51.6625,43.827777777777776,47.68
甘肃省,金昌市,金川区,金川路街道,102.1846735,38.510075,0.0,21.0,19.0,16.0,100.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,26.0,7.0,10.0,0.0,1.0,11.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,2.0,5981736004,8811317,金昌市金川区,金昌市金川区金川路街道,20.0,24.0,0.0,11.5,55.5,51.6625,43.827777777777776,47.68
